日期,收盘点位,市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2017-04-18,=3196.7133,=34435053563872.8008,=25105338856582,=10779043210060.7148,=35.8512,=0.6849,=40.2521,=32.2426,=21.8639
2017-04-17,=3222.1673,=34720429331544.4844,=25303683372517,=10862020998318.5723,=36.1761,=0.7014,=40.2526,=32.2426,=21.8639
2017-04-14,=3246.0668,=34914000023096.6797,=25431469622678,=10936190382966.1543,=36.6757,=0.7269,=40.2701,=32.2426,=21.8639
2017-04-13,=3275.9603,=35217475806504.4844,=25650514338915,=11041491397732.3223,=37.1980,=0.7376,=40.3043,=32.2426,=21.8639
2017-04-12,=3273.8301,=35215834617763.7969,=25636641973005,=11053771963830.9102,=37.1240,=0.7359,=40.3658,=32.2426,=21.8639
2017-04-11,=3288.9657,=35328716302409.3828,=25714590746790,=11102247449399.6035,=37.4486,=0.7433,=40.3667,=32.2426,=21.8639
2017-04-10,=3269.3926,=35149756431145.6836,=25588692526620,=11035448068329.9141,=37.2100,=0.7371,=40.4325,=32.2426,=21.8639
2017-04-07,=3286.6160,=35292096276308.7031,=25658857632352,=11065629384318.7734,=37.3040,=0.7400,=40.4622,=32.2426,=21.8639
2017-04-06,=3281.0047,=35191699105557.4844,=25604531700649,=11052837325599.8203,=37.1734,=0.7363,=40.4782,=32.2426,=21.8639
2017-04-05,=3270.3054,=35097036642057.8008,=25522490167498,=11018146814205.8848,=37.0298,=0.7339,=40.5135,=32.2426,=21.8639
2017-03-31,=3222.5100,=34603342143993.6016,=25155581430808,=10848426147888.9648,=36.3008,=0.7090,=40.5489,=32.2519,=21.8749
2017-03-30,=3210.2369,=34457714977062.9766,=25055370290094,=10794441710224.1094,=35.8985,=0.6848,=40.5852,=32.2519,=21.8749
2017-03-29,=3241.3144,=34747079183033.3789,=25248225202555,=10905669074703.6055,=36.3515,=0.7127,=40.5875,=32.2519,=21.8749
2017-03-28,=3252.9479,=34811324985127.8359,=25261832377058,=10936052434864.2598,=36.3911,=0.7131,=40.6286,=32.2519,=21.8749
2017-03-27,=3266.9552,=34939104576426.1953,=25344795421946,=10977809949561.9141,=36.4280,=0.7164,=40.6294,=32.2519,=21.8749
2017-03-24,=3269.4451,=34936408829130.4961,=25353611529611,=10988593820144.6895,=36.5515,=0.7217,=40.6391,=32.2519,=21.8749
2017-03-23,=3248.5495,=34719170551126.7891,=25176669764020,=10920296530604.0156,=36.4024,=0.7135,=40.6439,=32.2519,=21.8749
2017-03-22,=3245.2198,=34664721233988.7031,=25153448507287,=10900912326699.2461,=36.4128,=0.7139,=40.6638,=32.2519,=21.8749
2017-03-21,=3261.6108,=34884148390856.2031,=25298221676498,=10959670724242.8652,=36.5392,=0.7205,=40.6783,=32.2519,=21.8749
2017-03-20,=3250.8082,=34785205661571.3906,=25223146031744,=10930260724560.7305,=36.4164,=0.7139,=40.7104,=32.2519,=21.8749
2017-03-17,=3237.4471,=34661467192857.5039,=25104914658841,=10911835395026.5898,=36.2221,=0.7024,=40.7167,=32.2519,=21.8749
2017-03-16,=3268.9354,=34989031155833.6992,=25329683844016,=11013494228436.8184,=36.5266,=0.7185,=40.7533,=32.2519,=21.8749
2017-03-15,=3241.7597,=34759694524882.3906,=25168823144324,=10935762861495.7266,=36.1951,=0.7008,=40.7537,=32.2519,=21.8749
2017-03-14,=3239.3278,=34744281829430.1992,=25156623619625,=10930388256715.3945,=36.1654,=0.6995,=40.7591,=32.2519,=21.8749
2017-03-13,=3237.0244,=34732891636755.8086,=25148865836596,=10934693897225.5391,=36.2758,=0.7049,=40.7755,=32.2519,=21.8749
2017-03-10,=3212.7601,=34482014832633.7813,=24946758284897,=10856187151679.5977,=35.9336,=0.6885,=40.8302,=32.2519,=21.8749
2017-03-09,=3216.7457,=34525611849670.8008,=24987284730108,=10867801616627.7109,=35.9772,=0.6909,=40.8661,=32.2519,=21.8749
2017-03-08,=3240.6646,=34777051612257.7148,=25173837965692,=10947194721577.5410,=36.2766,=0.7041,=40.8763,=32.2519,=21.8749
2017-03-07,=3242.4063,=34816433287658.1055,=25186960256433,=10961083957548.0352,=36.3933,=0.7102,=40.8815,=32.2519,=21.8749
2017-03-06,=3233.8657,=34708182878053.7109,=25132456212627,=10939537626687.8594,=36.3010,=0.7057,=40.9742,=32.2519,=21.8749
2017-03-03,=3218.3118,=34576456672413.5898,=25038375537945,=10881410130114.7480,=36.0208,=0.6921,=40.9772,=32.2519,=21.8749
2017-03-02,=3230.0281,=34709698524476.2188,=25122580203651,=10901821983691.5254,=36.0212,=0.6921,=40.9978,=32.2519,=21.8749
2017-03-01,=3246.9335,=34898433196177.6016,=25288151136295,=10974402593010.6270,=36.2552,=0.7016,=41.0013,=32.2519,=21.8749
2017-02-28,=3241.7331,=34855125601590.6289,=25242797161762,=10954183124663.7578,=36.2162,=0.6995,=41.0023,=32.2519,=21.8749
2017-02-27,=3228.6602,=34731645913819.6797,=25176902901595,=10920928746739.0664,=36.0915,=0.6950,=41.0048,=32.2519,=21.8749
2017-02-24,=3253.4327,=34963422681971.8867,=25328339723981,=11005397357735.5391,=36.4198,=0.7082,=41.0070,=32.2519,=21.8749
2017-02-23,=3251.3750,=34964141054167.5273,=25326965033525,=10993591798134.3145,=36.3490,=0.7068,=41.0448,=32.2477,=21.8639
2017-02-22,=3261.2184,=35077128363246.8008,=25433397729327,=11033189684158.2734,=36.4731,=0.7104,=41.0448,=32.2426,=21.8639
2017-02-21,=3253.3257,=34974629523313.1602,=25361085945818,=11007004116265.1523,=36.2978,=0.7041,=41.0448,=32.2374,=21.8639
2017-02-20,=3239.9613,=34846343320283.9023,=25267130491003,=10962035243727.1152,=36.0326,=0.6937,=41.0448,=32.2205,=21.8639
2017-02-17,=3202.0756,=34414020222341.8203,=24957452598821,=10826796721180.8457,=35.4920,=0.6631,=41.0448,=32.2035,=21.8639
2017-02-16,=3229.6184,=34714617323485.6016,=25161864398643,=10910776006665.1699,=35.8247,=0.6829,=41.0494,=32.2035,=21.8639
2017-02-15,=3212.9857,=34559895056569.3906,=25054164967059,=10846417100807.4375,=35.6061,=0.6709,=41.1352,=32.2035,=21.8639
2017-02-14,=3217.9280,=34564972850349.4688,=25093906635249,=10888693658704.6191,=35.7407,=0.6792,=41.1411,=32.2035,=21.8639
2017-02-13,=3216.8394,=34558669888062.6094,=25085109660390,=10890889343785.7793,=35.7289,=0.6783,=41.1457,=32.2035,=21.8639
2017-02-10,=3196.6990,=34344674083980.0273,=24879236248865,=10831397269428.5762,=35.4831,=0.6627,=41.1486,=32.2035,=21.8639
2017-02-09,=3183.1794,=34181759351198.4063,=24753750785171,=10789546283423.9375,=35.3813,=0.6553,=41.1486,=32.2035,=21.8639
2017-02-08,=3166.9818,=33994556011141.0195,=24637033766351,=10736382383910.5254,=35.1649,=0.6400,=41.1486,=32.2035,=21.8639
2017-02-07,=3153.0878,=33846158998587.7969,=24550153497150,=10686160836716.4414,=35.0008,=0.6260,=41.1486,=32.2035,=21.8639
2017-02-06,=3156.9838,=33886979611790.1094,=24573054623799,=10693549803296.9922,=35.0144,=0.6260,=41.1486,=32.2035,=21.8639
2017-02-03,=3140.1700,=33729010580810.9063,=24454080383536,=10639655547664.5254,=34.6999,=0.6108,=41.1486,=32.2035,=21.8639
2017-01-26,=3159.1660,=33956020922922.0313,=24567565648374,=10698305363420.1191,=34.8545,=0.6190,=41.1457,=32.2519,=21.8749
2017-01-25,=3149.5547,=33837836471566.4063,=24502548465648,=10659982462115.6563,=34.7235,=0.6108,=41.1457,=32.2519,=21.8749
2017-01-24,=3142.5533,=33766036401795.4922,=24462405988623,=10633681108950.9922,=34.5887,=0.6030,=41.1457,=32.2519,=21.8749
2017-01-23,=3136.7748,=33670937795206.0859,=24386903470400,=10634267237370.4980,=34.6706,=0.6075,=41.1457,=32.2519,=21.8749
2017-01-20,=3123.1389,=33543333999197.0898,=24278479392941,=10589211437688.5137,=34.4653,=0.5939,=41.1457,=32.2519,=21.8749
2017-01-19,=3101.2992,=33293934651113.6914,=24130556270042,=10500101229012.1250,=34.0868,=0.5717,=41.1457,=32.2519,=21.8749
2017-01-18,=3113.0123,=33395326304744.9883,=24233480978984,=10538035346380.6543,=34.1884,=0.5758,=41.1457,=32.2519,=21.8749
2017-01-17,=3108.7746,=33340510771287.4766,=24162144572817,=10513419037431.0059,=34.2096,=0.5779,=41.1457,=32.2519,=21.8749
2017-01-16,=3103.4280,=33282364141306.5000,=24127892517935,=10494432286257.4141,=34.0513,=0.5693,=41.1457,=32.2519,=21.8749
2017-01-13,=3112.7644,=33311738718853.4609,=24129676707355,=10553731589267.0664,=34.5696,=0.5993,=41.1457,=32.2519,=21.8749
2017-01-12,=3119.2886,=33337058560123.6016,=24144114526265,=10589456262938.0957,=34.8432,=0.6149,=41.1457,=32.2519,=21.8749
2017-01-11,=3136.7535,=33703073778006.6016,=24414503558009,=10655401045227.1191,=35.3695,=0.6469,=41.1457,=32.2519,=21.8749
2017-01-10,=3161.6713,=33732510043830.6992,=24430997149882,=10740214411950.7656,=35.4959,=0.6547,=41.1457,=32.2519,=21.8749
2017-01-09,=3171.2362,=33826421103550.5703,=24501700580415,=10771956237411.0957,=35.6038,=0.6630,=41.1457,=32.2519,=21.8749
2017-01-06,=3154.3210,=33652353907000.3984,=24352887512101,=10708367196150.8906,=35.3859,=0.6490,=41.1457,=32.2519,=21.8749
2017-01-05,=3165.4109,=33755221973275.6875,=24399240076547,=10765497202019.7168,=35.5896,=0.6626,=41.1457,=32.2519,=21.8749
2017-01-04,=3158.7940,=33680756482999.5703,=24327534261481,=10755873767731.9336,=35.5689,=0.6613,=41.1457,=32.2426,=21.8749
2017-01-03,=3135.9208,=33443352698620.6797,=24134966195230,=10670839211165.9238,=35.2287,=0.6377,=41.1486,=32.2374,=21.8639
2016-12-30,=3103.6400,=31786135529325.3945,=23664818683702,=10356897542905.0859,=34.1117,=0.5738,=41.1486,=32.2205,=21.8639
2016-12-29,=3096.0968,=31703026693136.1016,=23595713607827,=10324218322081.4844,=34.0199,=0.5697,=41.1486,=32.2034,=21.8639
2016-12-28,=3102.2357,=31742204832502.6016,=23631171204150,=10339969841290.9863,=34.0795,=0.5730,=41.1486,=32.2002,=21.8639
2016-12-27,=3114.6640,=31832560940533.0234,=23712049584455,=10375904326557.2676,=34.2160,=0.5796,=41.1486,=32.1955,=21.8639
2016-12-26,=3122.5690,=31896791433238.7891,=23777991245913,=10385527047200.6465,=34.1902,=0.5784,=41.1486,=32.1923,=21.8639
2016-12-23,=3110.1544,=31763005151900.9102,=23653233125773,=10343903919247.0508,=34.1174,=0.5755,=41.1486,=32.1885,=21.8639
2016-12-22,=3139.5580,=32018269275064.7305,=23833153762556,=10436957248381.9746,=34.4794,=0.5965,=41.1486,=32.1827,=21.8639
2016-12-21,=3137.4297,=31991800768087.1953,=23802037986641,=10443913540768.2051,=34.4639,=0.5944,=41.1486,=32.1771,=21.8639
2016-12-20,=3102.8759,=31637192868210.8203,=23538378611019,=10352212684808.1172,=34.1248,=0.5771,=41.1486,=32.1729,=21.8639
2016-12-19,=3118.0846,=31811884369616.5938,=23664973764728,=10403387271864.0801,=34.2682,=0.5833,=41.1486,=32.1662,=21.8639
2016-12-16,=3122.9815,=31837375213440.8984,=23625394367407,=10417515367011.5098,=34.2562,=0.5825,=41.1486,=32.1453,=21.8639
2016-12-15,=3117.6770,=31813742696669.8086,=23602294570999,=10398786562748.1660,=34.0590,=0.5755,=41.1486,=32.1273,=21.8639
2016-12-14,=3140.5308,=32146151089412.7031,=23830455736128,=10459230319404.3535,=34.0160,=0.5730,=41.1486,=32.1228,=21.8639
2016-12-13,=3155.0374,=32266031361772.6914,=23925345740875,=10504515580985.8789,=34.2037,=0.5808,=41.1486,=32.1183,=21.8639
2016-12-12,=3152.9704,=32290131647460.8086,=23907950024217,=10496177378072.9219,=34.1360,=0.5788,=41.1486,=32.1110,=21.8639
2016-12-09,=3232.8834,=32975284383154.2148,=24411939447247,=10777477598300.7949,=35.3480,=0.6462,=41.1486,=32.1040,=21.8639
2016-12-08,=3215.3658,=32711443768559.2109,=24223126432131,=10720378785534.4766,=35.2422,=0.6388,=41.1486,=32.1013,=21.8639
2016-12-07,=3222.2415,=32770775706380.7891,=24259146803025,=10740186193004.9980,=35.3707,=0.6487,=41.1486,=32.0972,=21.8639
2016-12-06,=3199.6473,=32566604950219.1094,=24099465117757,=10659618624007.9785,=35.0450,=0.6261,=41.1486,=32.0917,=21.8639
2016-12-05,=3204.7092,=32654657446382.0117,=24150753729464,=10672151410158.9023,=35.0556,=0.6269,=41.1486,=32.0774,=21.8639
2016-12-02,=3243.8432,=33027691996996.5078,=24446681839084,=10804056500272.1465,=35.4005,=0.6508,=41.1486,=32.0566,=21.8639
2016-12-01,=3273.3093,=33264388501918.8789,=24629928708880,=10923671403547.5605,=35.9064,=0.6767,=41.1486,=32.0458,=21.8639
2016-11-30,=3250.0344,=33053627000612.3828,=24463774970787,=10854546403588.8691,=35.6425,=0.6660,=41.1486,=32.0421,=21.8639
2016-11-29,=3282.9238,=33409459605290.5898,=24730936731319,=10946138470316.0879,=35.9240,=0.6791,=41.1486,=32.0399,=21.8639
2016-11-28,=3276.9996,=33302124633793.3789,=24627049507965,=10923797369467.5098,=36.0258,=0.6841,=41.1486,=32.0328,=21.8639
2016-11-25,=3261.9378,=33130221444773.8086,=24476434111158,=10888637415355.8223,=35.9199,=0.6791,=41.1486,=32.0170,=21.8639
2016-11-24,=3241.7359,=32882343908301.6914,=24292379347058,=10817729094305.8398,=35.7104,=0.6701,=41.1486,=31.9836,=21.8639
2016-11-23,=3241.1366,=32863997276429.5234,=24271670620369,=10801326357474.3574,=35.7197,=0.6717,=41.1486,=31.9584,=21.8639
2016-11-22,=3248.3517,=32913278888224.8984,=24303671427762,=10815149622235.9063,=35.8261,=0.6754,=41.1486,=31.9469,=21.8639
2016-11-21,=3218.1477,=32603088925667.3867,=24069275904109,=10729754311439.2266,=35.5490,=0.6623,=41.1486,=31.9329,=21.8639
2016-11-18,=3192.8559,=32324794766663.7891,=23872724493495,=10662543135005.0898,=35.3210,=0.6479,=41.1486,=31.9294,=21.8639
2016-11-17,=3208.4525,=32475559197047.9727,=23985698480148,=10716704615971.0156,=35.5040,=0.6602,=41.1486,=31.9148,=21.8639
2016-11-16,=3205.0572,=32434328187232.7031,=23945011310659,=10702625897456.2988,=35.4676,=0.6590,=41.1486,=31.8976,=21.8639
2016-11-15,=3206.9858,=32430846325227.5117,=23942028093842,=10702443713766.3516,=35.4630,=0.6586,=41.1486,=31.8922,=21.8639
2016-11-14,=3210.3710,=32470132406096.4805,=23974056025271,=10701274393597.9180,=35.3936,=0.6557,=41.1486,=31.8896,=21.8639
2016-11-11,=3196.0436,=32308329123824.8984,=23846820689026,=10653427533799.7676,=35.2498,=0.6471,=41.1486,=31.8741,=21.8639
2016-11-10,=3171.2820,=32064324747204.2891,=23657875573055,=10568203053385.5508,=35.0348,=0.6318,=41.1486,=31.8555,=21.8639
2016-11-09,=3128.3702,=31679421011127.9180,=23377937632159,=10439534767420.1582,=34.5199,=0.6080,=41.1486,=31.8501,=21.8639
2016-11-08,=3147.8875,=31890517097523.5859,=23528681158465,=10508602631866.1309,=34.7942,=0.6228,=41.1486,=31.8440,=21.8639
2016-11-07,=3133.3326,=31755386892143.7070,=23432631155074,=10463339852573.0723,=34.6050,=0.6129,=41.1486,=31.8379,=21.8639
2016-11-04,=3125.3167,=31677868319159.7109,=23370855139496,=10441284747612.5293,=34.5632,=0.6109,=41.1486,=31.8337,=21.8639
2016-11-03,=3128.9356,=31738291805150.6797,=23413310856451,=10469587906818.9141,=34.6552,=0.6158,=41.1486,=31.8224,=21.8639
2016-11-02,=3102.7326,=31472022415510.3984,=23215016106514,=10376379594428.6855,=34.3753,=0.6006,=41.1486,=31.8080,=21.8639
2016-11-01,=3122.4356,=31690502647036.5078,=23378507546435,=10442000634010.1543,=34.6280,=0.6150,=41.1486,=31.8023,=21.8639
2016-10-31,=3100.4920,=31482638784632.1914,=23236685042255,=10360939183492.1816,=34.3498,=0.5993,=41.1486,=31.7997,=21.8639
2016-10-28,=3104.2703,=31515789595124.1914,=23271067279956,=10330761064955.7734,=35.1865,=0.6438,=41.1486,=31.7968,=21.8639
2016-10-27,=3112.3498,=31587451159863.3711,=23327420655693,=10328837064785.9707,=35.9188,=0.6791,=41.1486,=31.7906,=21.8639
2016-10-26,=3116.3119,=31651696684095.6992,=23373507873172,=10336780561907.3008,=36.0752,=0.6861,=41.1486,=31.7803,=21.8639
2016-10-25,=3131.9385,=31817665920575.9023,=23486143229261,=10370060112813.6992,=36.2108,=0.6898,=41.1486,=31.7752,=21.8639
2016-10-24,=3128.2467,=31792678924554.1953,=23465623244553,=10351265028151.3945,=36.3068,=0.6948,=41.1486,=31.7700,=21.8639
2016-10-21,=3090.9412,=31405482874528.8906,=23194097314668,=10232289176763.3281,=35.8148,=0.6771,=41.1486,=31.7650,=21.8639
2016-10-20,=3084.4577,=31327929584884.8906,=23129315765597,=10219959231364.7539,=35.8393,=0.6783,=41.1486,=31.7484,=21.8639
2016-10-19,=3084.7189,=31323360312078.6719,=23126150628056,=10214637582106.5039,=35.7781,=0.6763,=41.1486,=31.7232,=21.8639
2016-10-18,=3083.8751,=31314705815593.5000,=23125000425458,=10217551000953.0703,=35.8373,=0.6783,=41.1486,=31.7140,=21.8639
2016-10-17,=3041.1663,=30893332769940.3789,=22807857996899,=10069248051854.1309,=35.3093,=0.6528,=41.1486,=31.7041,=21.8639
2016-10-14,=3063.8086,=31089144039373.9141,=22970133295165,=10149005451654.7891,=35.6267,=0.6713,=41.1486,=31.6929,=21.8639
2016-10-13,=3061.3458,=31058804313482.4805,=22940840686016,=10144777867106.7207,=35.6141,=0.6705,=41.1486,=31.6861,=21.8639
2016-10-12,=3058.4981,=31028184755306.7813,=22915571323856,=10133538856375.0605,=35.5524,=0.6668,=41.1486,=31.6783,=21.8639
2016-10-11,=3065.2497,=31092771147739.2969,=22970757588209,=10152735908948.8652,=35.5683,=0.6684,=41.1486,=31.6747,=21.8639
2016-10-10,=3048.1428,=30932042379328.4102,=22851075854885,=10095624041479.4941,=35.3628,=0.6594,=41.1486,=31.6726,=21.8639
2016-09-30,=3004.7030,=30492475454122.7852,=22526099704284,=9943002100158.8691,=34.8606,=0.6327,=41.1486,=31.6709,=21.8639
2016-09-29,=2998.4827,=30417958795948.3086,=22476181242255,=9900542017911.1816,=34.7654,=0.6285,=41.1486,=31.6686,=21.8639
2016-09-28,=2987.8576,=30304370834384.6992,=22391122847492,=9866556230549.6094,=34.6603,=0.6236,=41.1486,=31.6623,=21.8639
2016-09-27,=2998.1723,=30401674514253.3984,=22465607063666,=9897734050596.4141,=34.7518,=0.6285,=41.1486,=31.6565,=21.8639
2016-09-26,=2980.4295,=30230745636141.4609,=22336809093495,=9838905921635.3105,=34.4857,=0.6162,=41.1486,=31.6514,=21.8639
2016-09-23,=3033.8956,=30654696984297.8789,=22710980160583,=10018550648594.1582,=35.1801,=0.6495,=41.1486,=31.6400,=21.8639
2016-09-22,=3042.3132,=30717784286214.3008,=22760110029874,=10048144252469.8652,=35.2982,=0.6545,=41.1486,=31.6318,=21.8639
2016-09-21,=3025.8736,=30538568420877.3984,=22621958760829,=9992375944838.7148,=35.0793,=0.6438,=41.1486,=31.6276,=21.8639
2016-09-20,=3022.9995,=30500098997371.3867,=22597162440920,=9979441257355.2227,=35.0280,=0.6388,=41.1486,=31.6167,=21.8639
2016-09-19,=3026.0513,=30532107989450.7109,=22621477731911,=9990607215010.9258,=35.0344,=0.6392,=41.1486,=31.6069,=21.8639
2016-09-14,=3002.8486,=30306021762889.2188,=22455160917339,=9906690095135.1387,=34.6998,=0.6276,=41.1457,=31.5799,=21.8749
2016-09-13,=3023.5095,=30520693153730,=22615178327107,=9971953338583.6563,=34.9233,=0.6367,=41.1457,=31.5566,=21.8749
2016-09-12,=3021.9771,=30521897161753.2852,=22617032175008,=9960933534071.1191,=34.8171,=0.6338,=41.1457,=31.5538,=21.8749
2016-09-09,=3078.8548,=31074493754216.0781,=23018708494486,=10157234648825.5215,=35.5943,=0.6704,=41.1457,=31.5461,=21.8749
2016-09-08,=3095.9543,=31217770515223.2109,=23140465143041,=10216605528671.5313,=35.8062,=0.6782,=41.1457,=31.5347,=21.8749
2016-09-07,=3091.9281,=31177602058557.3086,=23106168198569,=10199292552334.9004,=35.7124,=0.6757,=41.1457,=31.5279,=21.8749
2016-09-06,=3090.7127,=31158082495054.6992,=23084188145851,=10190454711386.8262,=35.6892,=0.6745,=41.1457,=31.5237,=21.8749
2016-09-05,=3072.0953,=30996566459041.1953,=22958805499091,=10112375249730.0879,=35.3230,=0.6572,=41.1457,=31.5185,=21.8749
2016-09-02,=3067.3520,=30923909143802.6992,=22918210064831,=10088867755804.5898,=35.2008,=0.6535,=41.1457,=31.5123,=21.8749
2016-09-01,=3063.3054,=30877166537926.3789,=22876757390447,=10069202487701.7988,=35.1939,=0.6535,=41.1457,=31.5077,=21.8749
2016-08-31,=3085.4910,=31063466571806.0898,=23023065697789,=10142938606537.8574,=35.4521,=0.6650,=41.1457,=31.4889,=21.8749
2016-08-30,=3074.6768,=30961453165617.6836,=22949426420567,=10081635282742.8223,=35.3595,=0.6617,=41.1457,=31.4686,=21.8749
2016-08-29,=3070.0273,=30898869517128.7188,=22904282183196,=10057871726355.9473,=35.4971,=0.6671,=41.1457,=31.4437,=21.8749
2016-08-26,=3070.3088,=30899154787927.3086,=22903804484489,=10028048665365.4980,=35.3326,=0.6597,=41.1457,=31.4171,=21.8749
2016-08-25,=3068.3294,=30890964703453.6953,=22887929510033,=9988555430763.5762,=35.1332,=0.6527,=41.1457,=31.4059,=21.8749
2016-08-24,=3085.8804,=31058843430328.1016,=23023060470512,=10041535231855.0195,=35.4034,=0.6638,=41.1457,=31.3987,=21.8749
2016-08-23,=3089.7055,=31114935101611.7070,=23060500997331,=10059437443532.1152,=35.6156,=0.6724,=41.1457,=31.3825,=21.8749
2016-08-22,=3084.8051,=31059900140888.5000,=23024332924266,=9993723955709.3652,=35.5294,=0.6691,=41.1457,=31.3638,=21.8749
2016-08-19,=3108.1020,=31272456348243.2109,=23152685021584,=10080202624116.6348,=35.9082,=0.6802,=41.1457,=31.3590,=21.8749
2016-08-18,=3104.1138,=31221600452079.7969,=23110848459924,=10064656811574.0645,=35.9978,=0.6852,=41.1457,=31.3564,=21.8749
2016-08-17,=3109.5549,=31269621473829.3086,=23150611635130,=10075756086290.1465,=36.0092,=0.6856,=41.1457,=31.3517,=21.8749
2016-08-16,=3110.0369,=31272565413574.1914,=23154180881974,=10066673592765.1055,=35.9253,=0.6823,=41.1457,=31.3412,=21.8749
2016-08-15,=3125.1952,=31477661036802.7969,=23290954665885,=10081960242809.2930,=35.9710,=0.6852,=41.1457,=31.3139,=21.8749
2016-08-12,=3050.6674,=30723914781906.4766,=22736376850859,=9829341958668.1328,=35.1220,=0.6552,=41.1457,=31.2893,=21.8749
2016-08-11,=3002.6376,=30215319485948.3984,=22371097602871,=9673515427485.2734,=34.5458,=0.6317,=41.1457,=31.2770,=21.8749
2016-08-10,=3018.7459,=30325339658276.0781,=22465314243604,=9745358712418.5547,=34.9571,=0.6465,=41.1457,=31.2693,=21.8749
2016-08-09,=3025.6805,=30387023910379.7695,=22522387042247,=9771626719839.8047,=35.1050,=0.6535,=41.1457,=31.2677,=21.8749
